,coe,res,pvalue
pk_germminister president in germany,NA,-0.279414005,0.790497309
ethnic1English/French,0.44153619,0.04212286,0.790613385
pk_germcourt records,NA,-2.04E-16,0.790613385
pk_cjusit,0.317382408,6.03E-16,0.790998555
ethnic2Mexican-American,1.687778353,4.36E-16,0.791197926
black,-0.208547639,-0.047647485,0.791197926
ethnic1Conch from Florida,-0.29445667,-3.40E-16,0.792798422
pk_germchancler of germany,0.172276119,-1.77E-16,0.792798422
ethnic1Mix,-0.087631691,0.022300147,0.793690335
pk_germhealth care,NA,-0.117620706,0.793690335
depress1,0.013357549,-3.55E-16,0.794136014
inc_cps,0.002204439,0.03389256,0.794313538
maugare pablen,NA,-0.013271963,0.794474228
maugaitalian pm,0.272163289,-5.22E-17,0.79465325
mauga1900,-0.467880587,0.061576697,0.795131077
ethnic1FRENCH-AMERICAN,-0.344028837,-4.98E-16,0.795289017
pk_germdon't know who that is,NA,7.73E-16,0.795289017
ethnic1Austrian/Italian,-0.02267836,0.08953802,0.795439649
pk_germchanceller of germany,0.326262223,-0.093177482,0.795439649
dtdignif,-0.009282745,5.68E-17,0.795514077
pk_cjusnothing particular,NA,-9.10E-17,0.795514077
rr2,-0.007940489,7.19E-16,0.796142357
pk_cjussupreme court cheif justice,NA,6.21E-17,0.796142357
relig1_11_TEXT Christianity,0.276146264,0.15014143,0.796429069
pk_cjussupreme court jjustice,NA,-2.09E-16,0.796429069
ethnic1Danish,-0.183835721,4.22E-16,0.797329095
pk_germchansler,NA,-1.10E-16,0.797329095
ethnic2italian,0.472161244,3.17E-17,0.797358625
home_ownership,0.005999297,-1.68E-16,0.797358625
ethnic2None of your business,0.253697674,1.86E-16,0.798397144
ftfeminists,-0.000138506,1.18E-16,0.798434512
pk_cjusnew reporter,0.869064019,-9.28E-17,0.798434512
maugagfhgfhfg,NA,-7.12E-17,0.799067948
maugapresident of congo,0.850982829,-0.072599638,0.800250261
pk_cjusgoverner,0.013261244,0.033182611,0.801238185
groupid1a_nat,-0.502406252,1.00E-15,0.801629956
maugalt gov. ofamerican samoa,-0.302149252,-0.154535118,0.802405748
relig1_11_TEXTChristianity,-0.191796459,-0.278742804,0.80268302
pk_cjustreasurer,0.184951302,-0.149038004,0.80268302
particip_none,0.023403576,0.159288712,0.802970091
pk_cjuslegislator,NA,1.25E-17,0.802970091
ethnic1cousin jack,-0.394706055,-0.25272896,0.80325342
pk_germchancllor,NA,0.100728271,0.80325342
ethnic21,8.406617175,4.48E-17,0.803450239
pk_germpremier /. how__ of state of germany,NA,-9.55E-18,0.803450239
pk_cjusjendin,NA,0.007379657,0.803625085
ethnic1English whkte,0.153507858,-7.50E-16,0.803651728
pk_germcouncil,-1.193144324,3.12E-16,0.803651728
ethnic2Danish,0.474994643,-1.05E-16,0.804134682
pk_germsupreme court justice,0.465124959,0.179154528,0.804134682
pk_cjuscabinet member,-0.497507789,4.48E-17,0.804325814
maugadon knotts,0.409730283,-0.050405848,0.804644277
maugadont jbow,NA,-0.224648954,0.804667278
citizen1,-0.348268047,-0.146839125,0.805259395
ethnic1European White,1.432461445,6.40E-16,0.806025509
pk_germdept of defense,NA,4.84E-16,0.806025509
pk_cjusjill,NA,2.73E-16,0.806215237
maugageneral assembly,-1.153099916,-0.054155816,0.806217595
ethnic1AFRICAN AMERICAN,-0.076489192,1.46E-16,0.806221834
pk_germbhads,NA,0.014183703,0.806221834
pk_cjuscheif supreme justice united states,-0.850444439,0.395443181,0.806700532
ethnic1African American,-0.145682701,6.39E-17,0.80671191
pk_germbatman,NA,-8.16E-16,0.80671191
pk_cjuschief justice ussct,NA,-0.146941997,0.807000942
bscares,-0.010248357,1.42E-16,0.807073357
pk_cjuspolice,-0.960280059,3.60E-17,0.807073357
maugalol company,NA,-0.098417657,0.807737806
ethnic2black,0.381396334,0.063506167,0.808080351
pk_germrepublican,NA,9.70E-16,0.808080351
ethnic1I am a proud american,0.470453537,-0.263276028,0.808231005
pk_germforuegn affairs,-0.055208425,0.130977698,0.808231005
callout1,-0.001719462,-9.21E-17,0.8089528
"ethnic1Hispanic, Japanese, polish",-0.847977335,-1.27E-16,0.809561045
pk_germfdr,NA,0.178997767,0.809561045
maugawitch doctor,0.628277345,-4.98E-17,0.809896492
relig1_11_TEXTUnitarian Universalist,0.294129635,3.06E-16,0.809992961
pk_germ1065,NA,-0.174368531,0.809992961
maugapresident of ?,NA,-2.01E-16,0.810055443
maugapresident of nicaragua,2.027901217,-2.76E-16,0.810198604
groupid3a_hpi,2.842964044,-3.89E-16,0.810750853
maugachief justice,0.421044548,-6.52E-16,0.810904753
maugadeputy governor of american samoa,-0.161761994,9.40E-17,0.811067481
ethnic1I am just Amerian.,1.91717538,1.15E-16,0.811158179
pk_germgeman chancellor,NA,1.40E-16,0.811158179
ethnic1mexicano,-0.18337942,-0.01991969,0.812716448
pk_germhappy,NA,-1.30E-16,0.812716448
ethnic1irish and german,-0.070850968,-5.72E-16,0.812939482
pk_germgerman head of state,0.531996733,5.22E-16,0.812939482
"ethnic1Italian, Irish, German",0.128465536,-5.21E-16,0.813094189
pk_germgermany prime minister,-0.08085113,0.061426351,0.813094189
ethnic2French English Irish Italian American,1.334666032,-0.054658933,0.813488056
pk_germwerwer,NA,-2.78E-16,0.813488056
ethnic1I love everyone because we are all human in the end .,-0.429886889,3.92E-16,0.814328498
pk_germgerman chancelor,0.182743256,4.97E-17,0.814328498
maugamayor?,0.31835964,1.73E-16,0.814578673
mauganhvftyu,1.520632074,-0.212278121,0.814858398
pk_cjusceo,-0.327140285,-9.63E-17,0.815493844
maugado no know,0.638052072,-0.082975919,0.816554328
ethnic2Spanish,1.343392747,-7.22E-17,0.81666613
mauga1867,NA,4.20E-16,0.817234534
maugadonot know,-0.7716251,-2.16E-16,0.817958276
maugapresident of peru,NA,-0.118609995,0.818309095
relig1_11_TEXTBorn again,-0.179455986,0.06532776,0.818360647
pk_cjussupreme courtjustice,-0.029893153,-0.145521595,0.818360647
maugapresident of france,0.886686291,0.039607966,0.818819091
ethnic1Irish,0.079604748,4.65E-17,0.81899045
pk_germgerman counselor,-2.247612918,-1.74E-16,0.81899045
maugano idea.,NA,-0.148331211,0.819083848
ethnic2Taiwanese,-1.9329748,-2.81E-16,0.819142271
pk_cjuschief justice scotus,-0.065728234,0.154619064,0.819214465
freemkt3,0.009345273,-1.86E-16,0.81946732
pk_cjusprey,NA,-4.65E-17,0.81946732
ethnic1a little of every thing,0.075403011,-0.004412807,0.820022726
pk_germangela dorothea merkel n茅e kasner; born,NA,-0.217023631,0.820022726
maugagov,1.527181366,-1.87E-16,0.821433127
ethnic2all,-0.315781358,0.092987337,0.821533691
pk_germprim minister,-0.137169242,-4.36E-16,0.821533691
ethnic2French canadian,-0.484369713,3.52E-16,0.821593957
pk_germvp,0.400350795,4.88E-16,0.821593957
pk_cjuseconomist,NA,-0.114567598,0.821968564
ethnic1Puertorican,0.975230883,-0.154638207,0.822080213
pk_germlaw,NA,-1.58E-16,0.822080213
relig1_11_TEXTBaptish,-0.186175627,0.004323437,0.822706233
pk_cjussupreme court justist,NA,0.139701758,0.822706233
voterid2,0.005720263,0.139701758,0.822820894
pk_cjusjudhe,1.073291655,1.55E-16,0.822820894
maugalei.e miniayet,NA,7.68E-17,0.823016509
pk_cjus2019,NA,0.345796233,0.823632412
pk_cjusi have no idea,-0.861944806,8.10E-17,0.824146392
maugainformation technology,0.506710634,-2.77E-17,0.824165504
maugagovernor of tonga,0.250861389,-1.04E-16,0.82463829
pk_cjusdont know or care,NA,0.102345879,0.825241717
ethnic110,2.220316544,0.049832732,0.825338917
pk_germactor,0.251357159,-0.087574339,0.825338917
relig1_11_TEXTNon Denomination Christian,0.242911576,3.44E-16,0.825720947
pk_cjusworked in the field of corporate law,NA,3.48E-16,0.825720947
ethnic2american,0.300993481,0.082030553,0.826462976
pk_germprime minioster of germany,NA,-2.02E-16,0.826462976
ethnic2hungarian/lituanian/english/irish,0.835492095,-0.024268078,0.826942902
hisp_6,-0.051920345,-0.128145189,0.826942902
ethnic1No,-0.640345454,0.096749756,0.827038835
pk_germi don__ know sorry,-0.110166859,4.30E-17,0.827038835
pk_cjus chief justice of the supreme court,0.305285913,0.018788818,0.827322112
maugagovernment official,-0.440944977,-7.47E-17,0.827532514
ethnic1Native am3ican,-0.234243585,7.87E-17,0.827546334
pk_germhouse of representative,0.711668955,-7.50E-16,0.827546334
guarinc2,0.005609509,-0.030447149,0.82770726
pk_cjuspresident court supreme united state,NA,0.205738616,0.82770726
pk_cjuschief justice of usa,NA,-8.31E-17,0.827903778
relig1_11_TEXTPresbyterian,-0.148017094,4.65E-17,0.828991492
pk_germ german politician,NA,-0.091716149,0.828991492
mauga1995,1.041423471,-1.49E-16,0.829106584
ethnic1Romanian and polish,0.573366829,-3.54E-16,0.829128795
pk_germleader of christian democratic union,NA,0.076261201,0.829128795
pk_cjusbdgks,NA,-1.73E-16,0.830145228
pk_cjus1204,NA,0.08727425,0.830151375
"ethnic1Scottish, Irish, British",-0.20739156,1.44E-16,0.830265148
pk_germmarried to prince,NA,-1.27E-16,0.830265148
jbdignif,-0.008761691,0.049660943,0.830779652
pk_cjusok,NA,-2.92E-17,0.830779652
"mauga cuestiones constitucionales, jur铆dicas y pol铆ticas",NA,9.58E-17,0.831313723
ethnic2adopted white american,0.968727143,-3.84E-16,0.831540411
pk_germpreside,NA,0.238258803,0.831540411
talk1,-0.002795423,4.24E-17,0.831554544
pk_cjuslemanu sialega,-0.863119573,2.25E-16,0.831554544
ethnic1Equadorian,-0.312651164,4.12E-16,0.832207402
pk_germdadad asdcasdad sadasdad,NA,-1.21E-16,0.832207402
ethnic1Polish/german,-0.190655154,0.179154528,0.833779879
pk_germjydge,NA,1.05E-16,0.833779879
maugaagree,-0.842286342,-0.129378028,0.834060862
ethnic2Latin,-0.167476782,3.32E-16,0.834152374
hispanic_white,-1.926674421,5.47E-16,0.834152374
pk_cjus chief justice of the united states,1.268423015,3.40E-17,0.834451161
pk_cjuscongresman,0.481830035,-1.41E-15,0.834535521
ethnic2Nai,-0.344886337,-0.005973133,0.834991503
ethnic1BLACK,-0.007239366,6.66E-17,0.835441315
pk_germchancellor of deutschland,1.217186496,0.15014143,0.835441315
abort2,-0.003619398,-2.46E-16,0.835739724
pk_cjussen,NA,2.76E-17,0.835739724
maugahuman resources,NA,3.85E-16,0.837485547
econpres7,-0.001937603,0.022603714,0.837502277
pk_cjusnoodle,NA,-0.006052596,0.837502277
relig1_11_TEXTBeliever,0.251580433,3.99E-16,0.837699311
pk_cjussupreme court. justice,NA,3.33E-16,0.837699311
ethnic1AA,-0.29236648,4.97E-17,0.837752922
"pk_germarcus kasner, irene kasner",NA,-0.050357062,0.837752922
ethnic1VERY VERY NICE AND VERY VERY GOOD AND VERY POSITIVE,-0.389733689,5.41E-17,0.838238247
pk_germnoy sure,NA,-0.127568272,0.838238247
relig1_11_TEXTSpiritual. Do not believe of organized religion,0.133810471,9.13E-17,0.838249045
pk_germ10,NA,-0.052457581,0.838249045
ethnic1texas,1.335842883,-2.78E-16,0.83925836
pk_germnhfieoa,NA,0.03248998,0.83925836
relig1_11_TEXTSikh,-0.203748341,4.78E-16,0.839818809
pk_germ znznsn,NA,-0.053370804,0.839818809
maugagoverment,0.62755495,1.49E-16,0.840016922
maugacongresd,NA,-0.053634808,0.840412043
ethnic1american,0.263455918,3.68E-16,0.840417028
pk_germcanadian pm,NA,4.43E-17,0.840417028
jbcares,-0.00758282,2.19E-16,0.840476085
pk_cjusoficina de software,NA,-2.20E-16,0.840476085
relig1_11_TEXTJehovah Witness,-0.117220157,0.222500277,0.841348253
pk_cjusus supreme court justice,-0.498307629,1.18E-16,0.841348253
ethnic1irish,-0.198714367,-0.065396632,0.84138876
pk_germgerman counseling,NA,3.03E-16,0.84138876
ethnic1English Scandinavian,0.407349913,0.268365903,0.841564494
pk_germcounceler,1.678690467,0.222500277,0.841564494
pk_cjuscheif justice,-0.150725794,-0.073525211,0.843012599
ethnic2Biracial (Hispanic and Jewish),0.557888552,7.68E-17,0.843435925
pk_germrepresrive,NA,0.115205269,0.843435925
ethnic2Ethnic group,0.370351943,-0.023940158,0.843834816
pk_germuhuiuiuiiu,NA,-0.181093729,0.843834816
ethnic1White/caucasian,-0.109339371,-0.06532776,0.843974294
pk_germpolitical office in germany,-1.264314632,-0.109070161,0.843974294
ethnic2Ijjjjj,-0.034473737,0.138905753,0.844069004
asians_7,-0.056402475,-6.62E-17,0.844069004
ethnic1Not sure,-0.608485056,-1.65E-16,0.844246848
pk_germifc,0.530034797,4.99E-16,0.844246848
maugaun ambassador,0.055158462,9.09E-17,0.844918585
relig1_11_TEXTI dont know,-0.229403076,-9.22E-18,0.846360069
pk_cjusus representative,0.226506062,1.45E-16,0.846360069
pk_cjuscdc,0.09814375,1.44E-16,0.846860196
maugapresident of indonesia,-0.194675703,1.88E-17,0.847687447
ethnic2Huh hhhh ghhh,0.973700619,4.47E-17,0.847892996
hisp_3,-0.094696607,-1.04E-16,0.847892996
ethnic2Brazilian,0.70898736,-1.33E-16,0.848346115
pk_germsecretary of treasury,-0.038282399,1.13E-15,0.848346115
ethnic2Dukes mix,0.775728126,-2.68E-16,0.849641141
pk_germthe chancellor of germany since 2005,NA,-0.154638207,0.849641141
ethnic2usa,1.018889246,-0.068971428,0.850040556
maugastate's attorney,0.075323794,-2.82E-18,0.850258005
ethnic1English,-0.011022178,-0.117620706,0.850432949
pk_germcongress woman,0.662229264,2.72E-17,0.850432949
pk_cjusambassador,-0.396500967,4.70E-16,0.850670977
ethnic1English/Swiss,-0.050571941,0.171774539,0.850875154
pk_germcsncellor,NA,3.31E-16,0.850875154
maugaus treasury,NA,3.76E-17,0.851282974
maugaisijjsjs,-0.858284839,-6.29E-16,0.851434279
relig1_11_TEXTBorn again Christian,-0.11024926,-5.31E-16,0.852378689
pk_cjussupreme justice,0.796943339,4.27E-16,0.852378689
ethnic1European American,0.328145249,0.057729093,0.852774233
pk_germdep. education,NA,-0.164957473,0.852774233
"relig1_11_TEXTspiritual, not religious",0.123962052,0.073782613,0.853048344
pk_germ1,-2.809566129,-1.63E-18,0.853048344
maugahead of state,-0.570177349,-5.79E-17,0.853131969
maugaforien affairs,0.163767156,-1.25E-16,0.853181075
mauganot a clue,-1.090917115,1.69E-16,0.853608195
maugamsyor,0.031376179,9.46E-16,0.854129112
mauga?,-0.674182063,2.98E-16,0.854233387
ethnic1CUCASIAN,0.34943033,-0.052440505,0.854737086
pk_germchancwllor,0.377111294,4.33E-16,0.854737086
pk_cjuschief justice of u.s.,NA,0.254563387,0.85493571
maugacatman,0.663815798,0.267420701,0.855082074
pk_cjus chief justice by justice,0.208073353,-0.174497608,0.85532688
maugayes,3.380233116,-3.94E-16,0.855471876
ethnic1Celtic,-4.020925886,-6.03E-17,0.855913579
pk_germchancelor in germany,0.010629318,-5.31E-16,0.855913579
maugai have absolutely no idea,NA,-1.26E-17,0.856025448
pk_cjus1757,NA,-4.91E-16,0.856738371
pk_cjuschief justic supreme court,-0.68643649,-9.00E-17,0.856859198
ethnic1italian,0.258408017,-0.212481711,0.856930076
pk_germgermany chanctelor,-0.476973895,-0.019654001,0.856930076
ethnic1Filipino,-2.240679738,-0.099868411,0.857779076
pk_germdisease,NA,5.39E-16,0.857779076
maugajizz mopper,-0.014045028,0.030226297,0.858183576
ethnic1ITALIAN,-0.011037957,3.48E-16,0.858971036
pk_germgermany councellor,NA,-0.268438909,0.858971036
mauga2020,0.142952659,9.48E-17,0.85904769
freecol1,0.005522237,1.23E-15,0.859453399
pk_cjussenate majority leader,NA,-0.01958264,0.859453399
pk_cjushead of the supreme court,0.143500415,-0.166014321,0.859598775
maugai don't know.,0.2139443,-1.09E-16,0.859790095
pk_cjusdontknow,-0.516774247,1.45E-16,0.860202294
maugasecretary of the interior,NA,3.40E-16,0.860851961
maugaare not,0.186516262,-0.031253086,0.861206378
ethnic1Filipino American,NA,2.12E-16,0.862232333
pk_germdnd,NA,0.17667258,0.862232333
maugayou can have a,NA,-1.50E-17,0.862513617
maugadesigner,0.416411529,-0.061496301,0.862977006
ethnic2American/White,-0.843790657,1.35E-16,0.863061754
pk_germprimemenstory,NA,0.257141205,0.863061754
ethnic1Mexican,0.352823272,0.257141205,0.863216176
pk_germgreat britain,-0.672795542,0.087113463,0.863216176
ethnic1Taiwanese,-0.979232137,0.226014694,0.863351636
pk_germnewscast,NA,-0.015764217,0.863351636
maugarepublican,-0.533638463,-6.07E-17,0.8635725
pk_cjuschief justice of the supreme court,-0.052768935,5.36E-17,0.863623111
ethnic1Afrivan american,-1.204528588,-5.10E-16,0.863795733
pk_germbuisness,NA,-4.06E-16,0.863795733
ethnic1somewhat,-0.009582222,0.086559551,0.8643121
pk_germminister for the environment,NA,0.046423875,0.8643121
socmed_8,-0.01779511,-0.178997767,0.86512939
pk_germ2010,NA,-0.161558458,0.86512939
ethnic1ITaLIAN,-0.053558585,-1.60E-16,0.865472399
pk_germgermany chengler,NA,0.08953802,0.865472399
pk_cjusdirector of the fbi,NA,-0.370008756,0.865562454
ethnic157 verity I have a little bit of several  nationlitys in me,-0.273098128,-5.33E-16,0.865626099
pk_germaid,NA,-1.06E-16,0.865626099
pk_cjusi do not know,-0.371534407,0.084291788,0.866258148
ethnic1English and Canadian,0.51333445,-0.029799279,0.866844578
pk_germcongressman,0.669815218,1.73E-16,0.866844578
maugasentor,NA,0.050818847,0.866882021
maugalieutenant governor,0.06789921,0.227971405,0.866923158
relig1_11_TEXTSeventh day Adventist,0.263180642,-0.023052006,0.867208421
pk_germ serving as chancellor of germany,0.005058968,-7.22E-16,0.867208421
pk_cjuschief supreme court,NA,0.022606136,0.867403912
ethnic1French,-0.203369306,-1.88E-16,0.867581255
pk_germdo not know,0.719765624,5.21E-16,0.867581255
maugalabor secretary,0.147657352,-6.51E-18,0.867631201
ethnic2Russian,0.062397014,-1.66E-16,0.867643378
ethnic1Latina,1.821753331,7.55E-19,0.867885234
pk_germgov.,NA,-0.052440505,0.867885234
maugaprime minister of congo,2.582454879,-2.22E-16,0.868110201
pk_cjus presidente del tribunal supremo,NA,1.32E-16,0.868578614
pk_cjuschief justice of the united states 2005,NA,4.22E-17,0.869379091
maugahouse representative,0.666682563,-3.16E-16,0.869783514
"ethnic1Italian, little Irish, Polish fr. Marriage and Jewish",NA,0.238258803,0.869810642
pk_germgermany prime ministet,-0.931154626,-1.99E-16,0.869810642
pk_cjuscourt supreme,-0.438852337,-1.31E-16,0.870079771
pk_cjusgovern,NA,-1.40E-16,0.870410056
ethnic2whitw,0.091877384,2.39E-16,0.870691954
angry,-0.005508278,-0.199223086,0.870774229
pk_cjusjustice  of the supreme court,0.261035108,-5.19E-16,0.870774229
ethnic1no answer,-0.399617375,6.02E-16,0.871677325
pk_germi dont knoe,NA,-2.03E-16,0.871677325
ethnic1Laotian,-0.637133838,4.26E-16,0.873588898
pk_germgood,NA,3.16E-16,0.873588898
ethnic1don't know,0.078029722,-1.97E-16,0.873682321
pk_germchanslor,NA,-9.10E-16,0.873682321
maugaasamblea genereal,0.296021049,3.12E-17,0.874026326
maugalutenet governer of samoa,-0.543694509,0.100632487,0.874070285
maugagoverner of american samoa,0.652154457,-2.19E-16,0.874531085
home_cps,-0.061109231,-0.001485358,0.874732558
mauga2015,0.713356729,4.16E-17,0.875733919
ethnic1Amerixan,0.264790616,0.158732413,0.875755742
pk_germcapt,NA,1.71E-16,0.875755742
ethnic2MEXICANO,0.332324279,8.30E-17,0.875782042
hpi,NA,-0.075070011,0.875782042
maugalt gov,NA,0.023472503,0.876371776
mauga10,-1.18211217,2.23E-16,0.876771115
ethnic2very good,-0.753719706,-0.001898196,0.87705673
pk_cjus judge,NA,-1.27E-16,0.877158611
relig1_11_TEXTBaha'i Faith,-0.191202351,4.13E-17,0.877556991
pk_cjussupreme court justice.,-0.84957926,-0.031227173,0.877556991
pk_cjuscommerence,NA,4.43E-16,0.877721475
ethnic1Middle Eastern,1.484813982,4.30E-16,0.878973069
pk_germhead of stamp collecting club,NA,0.12763955,0.878973069
pk_cjusdon't know,0.031805086,-9.00E-18,0.879263262
pk_cjus1900,NA,-0.027705476,0.880323535
mauga1897,NA,7.26E-16,0.880757053
ethnic1african american,-0.759639378,1.15E-16,0.881588095
pk_germback,NA,1.23E-15,0.881588095
pk_cjuschief justice if.the supreme  court,-0.15350748,-6.89E-16,0.881593253
maugai do not know.,-0.224677134,-2.25E-16,0.881835811
maugapolicrom贸,2.999246948,4.47E-16,0.882573737
maugait tech,1.073869179,2.31E-16,0.882874236
ethnic2White/European American,-1.14017311,0.143846398,0.883128892
ethnic2Whires,0.150990297,0.074575365,0.883133651
groupid1b_nat,0.022329798,0.042051984,0.88473744
outraged,-0.004873126,0.102615554,0.884750197
pk_cjusjustice,0.507453823,5.45E-17,0.884750197
ethnic2mexican,3.46326184,-7.21E-17,0.884815095
race1_hpi,NA,-1.16E-17,0.884815095
groupid1b_lat,0.021260302,1.15E-15,0.886083624
ethnic2hispanis,5.671590356,0.181427491,0.88698709
blacks_7,0.0162988,-1.11E-13,0.88698709
maugado not know,-0.171711944,0.015036291,0.887990689
ethnic1African americsn,-1.672096228,-1.74E-16,0.888248158
pk_germbritish prime minisiter,NA,1.59E-16,0.888248158
ethnic1Im a blend of many cultures but i see myself as white,NA,-4.20E-17,0.888617289
pk_germgerman chansolar,-1.17338825,6.39E-17,0.888617289
ethnic1Italian/Irish,-0.172954481,-8.51E-17,0.88910237
pk_germgermany's chancellor,-0.260695382,-3.33E-17,0.88910237
ethnic1ewjkfhkhfkf afafdf,0.465134781,-8.96E-16,0.889616783
pk_germdifferent politics,NA,-0.099637032,0.889616783
maugagov.,NA,-1.00E-15,0.889889109
intelsup2,0.040957842,0.01894753,0.889934017
maugapolitical officer,-0.71745426,-9.54E-16,0.890516257
ethnic21/2 potugese 1/2 espanier,0.627761544,-0.219390593,0.890910337
pk_germpremier germany,NA,1.47E-16,0.890910337
ethnic2Black American,0.670549825,5.96E-17,0.891464649
pk_germsecertary of state,0.566554731,-0.171556139,0.891464649
relig1_11_TEXTJehovah__ Witness,-0.070506496,-0.073438961,0.892034896
pk_cjusvery,NA,2.64E-16,0.892034896
ethnic1ghfghfgh,2.999503765,4.62E-17,0.892390241
pk_germdutchess of windsor,NA,-0.379048845,0.892390241
pk_cjuschief justice of supreme courts,NA,-0.050877462,0.892454656
ethnic1Scot Irish,0.375661062,-2.38E-16,0.893372758
pk_germlegislator,NA,0.064043787,0.893372758
return,-0.002953029,9.97E-17,0.893555751
pk_cjussec,NA,2.74E-17,0.893555751
femid2_fem,0.015287436,1.24E-16,0.8944718
maugahouse,-1.040517943,-0.206125485,0.894487106
"ethnic2American with English, Irish, and French decent",0.058508172,-1.02E-17,0.89529012
pk_germprime of germany,NA,-0.093196449,0.89529012
pk_cjushead justice of supreme court,0.134878342,0.048987486,0.895847144
maugalieutetant governor of american samoa,NA,-0.111071904,0.896049193
"ethnic1irish, english",-0.132417546,0.236116759,0.897632947
pk_germgerman polition,NA,-9.87E-18,0.897632947
maugadon__ kniw,-0.141382583,-1.02E-16,0.897947635
relig1_11_TEXTI believe in God. Very much.,-0.116949297,1.73E-16,0.898304859
pk_cjusus justice,-2.082210799,-0.040266089,0.898304859
ethnic2ASIAN AMERICAN,NA,6.23E-17,0.898332587
pk_germrep,NA,0.135704542,0.898332587
maugaimmigration officer,-0.170229438,-3.28E-16,0.898622787
ethnic2Just a white American mutt,0.309193689,-2.03E-16,0.898676342
pidstr3_ind,NA,-1.77E-16,0.898676342
pk_cjus chief justice by justice john paul stev,NA,-0.060371071,0.89873617
mauga2005,-3.225326498,-3.85E-17,0.899248779
ethnic2Chinese American,0.749598586,-4.27E-16,0.899421341
pk_germsoup,NA,-0.089134917,0.899421341
maugaassembly  president venezela,0.091406085,0.12063262,0.899490658
ethnic2Idk,0.768096551,4.41E-17,0.899490918
asians_5,-0.015839453,0.279636704,0.899490918
maugaambassador to africa,0.081567397,-4.15E-16,0.899559213
ethnic1It is very unique,0.449698886,5.02E-17,0.899710728
pk_germgermany chancler,NA,1.13E-15,0.899710728
ethnic2USA,-12.60505843,0.073044074,0.900799074
ethnic2White Swedish,0.817335389,0.054658933,0.90142184
dthonest,0.004992205,-0.016847891,0.903433234
pk_cjuso,NA,-0.058071533,0.903433234
pk_cjusapointed.,NA,0.058551126,0.903452974
ethnic2Swedish GermanAmerican,NA,0.248865131,0.903507694
"ethnic1I am happy with my nationality, not with other races",0.705232642,-0.084821792,0.903526386
pk_germgcfgxgfx,NA,1.37E-16,0.903526386
voterid1,-0.009037682,-0.031227173,0.904446339
"pk_cjusjudge, lawyer",0.020146765,-4.02E-16,0.904446339
ethnic1African American + American,-0.27225561,1.38E-16,0.904469333
"pk_germborn: 17 july 1954, hamburg",NA,-0.076266057,0.904469333
ethnic1Irish --- Swedish,0.345989095,-0.127568272,0.904494868
pk_germgerman government,NA,-1.19E-16,0.904494868
maugalt. governor of samoa,NA,0.007993453,0.904504294
taxecon,-0.002175182,5.13E-16,0.904798759
pk_cjusposition of chief,NA,0.007211737,0.904798759
maugapresident of cameroon,0.009449571,-0.053400602,0.905137454
maugai dont know,-0.01104415,-0.04055753,0.905259765
happy,0.003667841,4.27E-16,0.905702544
pk_cjusjustice court,-1.196074899,4.48E-16,0.905702544
maugaoffice,NA,2.61E-17,0.906710919
maugaprime mismiter,NA,2.94E-16,0.90679549
apppres7,0.001030815,0.211351827,0.907394927
pk_cjusnomination,NA,6.49E-17,0.907394927
maugacoffee boy,12.29420765,-0.257141205,0.907651157
ethnic1Dutch,0.006093149,0.087113463,0.907705149
pk_germchief of staff,NA,-1.24E-16,0.907705149
mauga100,NA,0.075635487,0.908645057
ethnic1A little bit of quite a few nationalities,-0.020432426,8.45E-18,0.908673573
"pk_germangela dorothea merkel (/_m__rk_l, _m__r",0.74238719,-0.031985491,0.908673573
maugai have no idea,0.952041965,-0.041541554,0.908978143
maugasupreme court justice,0.143208427,0.032769946,0.909135872
pk_cjuschief  justice of supreme court,-0.251985514,-3.07E-16,0.909665982
maugadon't knew,0.00269481,-1.52E-16,0.909991614
"ethnic1Hispanic, white, Greek-American",-0.560642711,2.89E-16,0.910387502
pk_germfederal chancellor of germany,NA,-0.178997767,0.910387502
maugalieutenant,0.989373484,0.110003736,0.91078481
ethnic1croation,1.555798597,0.006686933,0.910846415
pk_germchanclor germany,NA,-0.093989572,0.910846415
ethnic1Vietnamese,0.09676042,-0.247057091,0.911822265
pk_germnsvdkd,NA,-1.72E-15,0.911822265
maugalt  governor of america samoa,-0.340131558,-3.95E-16,0.911944848
ethnic1Nothing,-0.392076193,-5.07E-16,0.912319189
pk_germimmi,NA,-2.27E-16,0.912319189
pk_cjusceo  of hanson,NA,-5.33E-16,0.913011652
maugaprime minister,-0.043360908,-9.52E-17,0.913218759
maugadeputy governor of samoa,NA,0.001213172,0.914292612
pk_cjusis veir cool,NA,2.05E-17,0.914416156
maugapresident of south africa,-0.421686658,-0.264726351,0.914494351
ethnic2Ame,-0.001125869,-0.114614756,0.914868302
pk_germprime conceder,NA,3.37E-17,0.914868302
ethnic2canadian,-0.808876114,0.141129416,0.914916821
pk_germsen,NA,-3.65E-15,0.914916821
maugarepresenting,0.451719025,-1.09E-16,0.915593936
mauga1930,-1.401428256,-0.122039328,0.915784807
ethnic1German Serb,-0.253423416,6.55E-17,0.915871727
pk_germdonr know,NA,-3.66E-16,0.915871727
maugahead of samoa,0.100184836,-2.83E-16,0.916463855
ethnic1dutch,0.181046834,0.034682798,0.917228891
pk_germchief,0.142119734,0.001398984,0.917228891
maugaimmagration,0.146156348,-4.80E-17,0.917490383
